Date - Time,Lat,Long,Depth,Mag,Location,
05 December 2019 - 03:58 AM,6.63,124.88,33,2.9,012 km N 40° W of Lutayan (Sultan Kudarat),
05 December 2019 - 03:30 AM,13.91,123.46,1,3.5,018 km N 55° E of Tinambac (Camarines Sur),
05 December 2019 - 02:32 AM,6.65,124.95,11,3.1,011 km North° 00 of Lutayan (Sultan Kudarat),
05 December 2019 - 01:06 AM,8.81,126.35,26,3.5,006 km N 82° E of Marihatag (Surigao Del Sur),
04 December 2019 - 10:48 PM,10.21,125.93,16,2.7,024 km N 31° W of Santa Monica (Sapao) (Surigao Del Norte),
04 December 2019 - 10:37 PM,12.34,120.89,10,3,015 km S 35° W of Rizal (Occidental Mindoro),
04 December 2019 - 10:18 PM,12.37,120.91,10,2.9,011 km S 36° W of Rizal (Occidental Mindoro),
04 December 2019 - 10:16 PM,10.14,125.25,45,2.3,014 km N 47° E of San Francisco (Southern Leyte),
04 December 2019 - 09:42 PM,13.88,123.4,1,3,011 km N 51° E of Tinambac (Camarines Sur),
04 December 2019 - 08:31 PM,13.94,123.7,1,2.6,005 km N 04° W of Garchitorena (Camarines Sur),
04 December 2019 - 08:28 PM,13.23,120.94,33,1.5,022 km S 50° W of Baco (Oriental Mindoro),
04 December 2019 - 04:43 PM,20.57,121.49,118,3,044 km S 56° W of Itbayat (Batanes),
04 December 2019 - 03:39 PM,7.83,124.69,2,2.9,013 km N 35° W of Kalilangan (Bukidnon),
04 December 2019 - 01:51 PM,9.72,125.78,27,1.5,026 km S 52° W of Del Carmen (Surigao Del Norte),
04 December 2019 - 11:38 AM,12.35,122.17,36,2.2,016 km N 51° E of Alcantara (Romblon),
04 December 2019 - 11:37 AM,6.6,126.44,38,2.8,041 km S 83° E of Governor Generoso (Davao Oriental),
04 December 2019 - 11:26 AM,14.5,122.39,16,1.8,024 km S 06° E of Jomalig (Quezon),
04 December 2019 - 08:26 AM,6.9,125.08,35,2.1,006 km S 12° W of Makilala (Cotabato),
04 December 2019 - 03:15 AM,14.86,122.59,7,2.5,029 km N 55° E of Jomalig (Quezon),
04 December 2019 - 02:12 AM,6.43,124.96,29,2.4,009 km S 52° E of Tampakan (South Cotabato),
04 December 2019 - 02:08 AM,6.83,125.07,31,2.1,014 km S 08° W of Makilala (Cotabato),
04 December 2019 - 01:05 AM,10.77,125.64,24,2.3,030 km S 17° W of Guiuan (Eastern Samar),
03 December 2019 - 08:19 PM,7.59,124.87,7,2.6,006 km S 81° W of Kadingilan (Bukidnon),
03 December 2019 - 11:18 AM,6.54,124.93,1,3.1,008 km N 26° E of Tampakan (South Cotabato),
03 December 2019 - 10:03 AM,16.55,119.9,44,2.7,018 km N 02° E of Bolinao (Pangasinan),
03 December 2019 - 08:24 AM,5.28,125.7,20,1.8,030 km S 57° E of Sarangani (Davao Occidental),
03 December 2019 - 07:38 AM,14.16,120.35,17,1.7,031 km N 75° W of Nasugbu (Batangas),
03 December 2019 - 07:36 AM,14.15,120.35,17,1.6,031 km N 75° W of Nasugbu (Batangas),
03 December 2019 - 06:55 AM,10.79,122.51,6,2.5,005 km N 80° E of San Miguel (Iloilo),
03 December 2019 - 04:33 AM,7.36,126.82,25,2.8,029 km N 83° E of Caraga (Davao Oriental),
03 December 2019 - 04:13 AM,10.71,125.51,28,2.1,043 km S 33° W of Guiuan (Eastern Samar),
03 December 2019 - 03:52 AM,11.09,124.44,27,1.8,007 km N 53° E of Palompon (Leyte),
03 December 2019 - 03:49 AM,13.66,120.62,34,1.7,019 km S 05° W of Calatagan (Batangas),
03 December 2019 - 03:25 AM,10.76,125.65,20,2.1,032 km S 15° W of Guiuan (Eastern Samar),
03 December 2019 - 03:18 AM,10.49,122.49,3,2.2,006 km S 55° W of Nueva Valencia (Guimaras),
03 December 2019 - 02:42 AM,13.57,120.68,35,1.6,014 km N 21° W of Abra De Ilog (Occidental Mindoro),
03 December 2019 - 02:08 AM,11.82,120.4,32,2.4,031 km S 48° E of Coron (Palawan),
03 December 2019 - 01:58 AM,10.71,125.62,31,2.1,038 km S 18° W of Guiuan (Eastern Samar),
03 December 2019 - 01:50 AM,6.78,124.86,34,2.1,009 km S 25° E of Tulunan (Cotabato),
03 December 2019 - 01:39 AM,16.14,120.38,9,1.8,024 km S 57° E of Bolinao (Pangasinan),
03 December 2019 - 01:30 AM,13.66,120.96,80,1.8,010 km S 11° E of Mabini (Batangas),
03 December 2019 - 01:28 AM,6.77,124.8,30,2,009 km S 18° W of Tulunan (Cotabato),
03 December 2019 - 01:13 AM,15.83,120.87,20,2.3,006 km S 34° W of Lupao (Nueva Ecija),
03 December 2019 - 01:11 AM,19.17,121.24,18,2.3,026 km S 62° W of Calayan (Cagayan),
03 December 2019 - 12:42 AM,10.67,125.45,31,1.9,037 km N 22° W of Loreto (Dinagat),
03 December 2019 - 12:39 AM,10.73,125.61,21,4.2,036 km S 20° W of Guiuan (Eastern Samar),
03 December 2019 - 12:04 AM,13.64,120.55,42,2,027 km N 19° E of Paluan (Occidental Mindoro),
02 December 2019 - 11:54 PM,8.79,126.44,27,1.7,016 km S 86° E of Marihatag (Surigao Del Sur),
02 December 2019 - 11:30 PM,10.62,125.94,22,2.9,048 km N 54° E of Loreto (Dinagat),
02 December 2019 - 10:59 PM,13.55,120.21,20,2.1,019 km S 13° W of Looc (Occidental Mindoro),
02 December 2019 - 10:52 PM,5.54,126.4,8,2.3,095 km S 66° E of Jose Abad Santos (Davao Occidental),
02 December 2019 - 10:26 PM,6.78,124.93,14,2.2,013 km S 54° E of Tulunan (Cotabato),
02 December 2019 - 09:21 PM,9.51,122.52,21,2.5,006 km S 24° E of Hinoba-an (Negros Occidental),
02 December 2019 - 09:11 PM,16.19,122.12,25,2.3,009 km S 05° W of Casiguran (Aurora),
02 December 2019 - 08:58 PM,18.33,120.61,28,2.1,001 km S 71° W of Pasuquin (Ilocos Norte),
02 December 2019 - 08:50 PM,17.37,120.22,26,2.5,024 km N 80° W of San Esteban (Ilocos Sur),
02 December 2019 - 08:15 PM,6.17,126.6,63,2.2,079 km S 47° E of Governor Generoso (Davao Oriental),
02 December 2019 - 08:13 PM,6.48,126.23,148,2.2,025 km S 41° E of Governor Generoso (Davao Oriental),
02 December 2019 - 08:02 PM,6.85,125.08,17,2.4,012 km S 04° W of Makilala (Cotabato),
02 December 2019 - 06:23 PM,7.59,124.64,1,2.4,014 km S 64° W of Wao (Lanao Del Sur),
02 December 2019 - 05:24 PM,5.72,124.29,9,3.1,056 km S 10° E of Palimbang (Sultan Kudarat),
02 December 2019 - 04:08 PM,5.84,125.56,13,2.3,008 km S 53° W of Jose Abad Santos (Davao Occidental),
02 December 2019 - 03:44 PM,6.79,125.18,9,3.1,004 km N 84° W of Bansalan (Davao Del Sur),
02 December 2019 - 12:03 PM,5.93,125.25,27,3.4,006 km S 51° W of Malapatan (Sarangani),
02 December 2019 - 10:41 AM,18.39,120.76,34,2.4,015 km S 19° W of Dumalneg (Ilocos Norte),
02 December 2019 - 09:18 AM,5.52,126.37,59,3.3,093 km S 64° E of Jose Abad Santos (Davao Occidental),
02 December 2019 - 08:56 AM,6.2,125.56,19,2.7,015 km S 89° W of Don Marcelino (Davao Occidental),
02 December 2019 - 08:29 AM,14.21,120.44,182,3.6,025 km N 54° W of Nasugbu (Batangas),
02 December 2019 - 06:55 AM,6.96,125.11,6,3.5,002 km S 79° E of Makilala (Cotabato),
02 December 2019 - 06:06 AM,13.75,120.57,141,3,011 km S 36° W of Calatagan (Batangas),
02 December 2019 - 02:50 AM,5.32,126.41,2,3.5,104 km S 83° E of Sarangani (Davao Occidental),
02 December 2019 - 02:38 AM,6.64,125.96,16,2.7,013 km S 83° W of Governor Generoso (Davao Oriental),
02 December 2019 - 02:03 AM,8,124.6,3,2.7,027 km N 70° E of Maguing (Lanao Del Sur),
02 December 2019 - 01:54 AM,6.99,125.13,11,2.8,006 km N 48° E of Makilala (Cotabato),
02 December 2019 - 01:41 AM,8.73,123.41,34,2.2,011 km N 05° W of Dapitan City (Zamboanga Del Norte),
02 December 2019 - 12:03 AM,18.25,121.37,18,1.7,009 km S 01° W of Luna (Apayao),
01 December 2019 - 11:50 PM,7.71,125.02,28,2.2,016 km N 41° E of Kadingilan (Bukidnon),
01 December 2019 - 10:38 PM,9.99,122.42,13,2.5,022 km N 86° W of Cauayan (Negros Occidental),
01 December 2019 - 10:19 PM,13.59,124.1,35,2.7,001 km S 05° E of Calolbon (San Andres) (Catanduanes),
01 December 2019 - 09:14 PM,14.65,120.02,31,2,026 km S 83° W of Morong (Bataan),
01 December 2019 - 09:01 PM,6.87,125.1,2,3.2,010 km S 07° E of Makilala (Cotabato),
01 December 2019 - 08:29 PM,6.83,125.74,29,3,028 km S 07° E of Island Garden City Of Samal (Davao Del Norte),
01 December 2019 - 06:59 PM,6.7,125.16,1,3,007 km S 81° W of Magsaysay (Davao Del Sur),
01 December 2019 - 04:05 PM,6.65,126.24,10,2.2,018 km S 89° E of Governor Generoso (Davao Oriental),
01 December 2019 - 02:57 PM,7.88,121.99,34,3.3,019 km N 67° W of Baliguian (Zamboanga Del Norte),
01 December 2019 - 02:48 PM,13.89,120.44,87,3,022 km N 73° W of Calatagan (Batangas),
01 December 2019 - 02:41 PM,9.69,124.61,16,3.1,007 km S 31° E of Anda (Bohol),
01 December 2019 - 01:09 PM,13.59,120.65,99,1.8,018 km N 28° W of Abra De Ilog (Occidental Mindoro),
01 December 2019 - 09:36 AM,6.91,124.81,31,2,007 km N 22° W of Tulunan (Cotabato),
01 December 2019 - 09:18 AM,8.43,126.99,9,2.9,073 km N 85° E of Hinatuan (Surigao Del Sur),
01 December 2019 - 08:52 AM,6.78,125.1,31,1.4,020 km S 03° E of Makilala (Cotabato),
01 December 2019 - 07:43 AM,5.61,127.4,143,3.4,187 km S 52° E of Governor Generoso (Davao Oriental),
01 December 2019 - 06:40 AM,6.75,125,37,2,022 km S 61° E of Tulunan (Cotabato),
01 December 2019 - 06:16 AM,8.7,125.97,32,1.5,015 km N 25° E of Prosperidad (Agusan Del Sur),
01 December 2019 - 05:29 AM,13.65,120.77,136,2,011 km S 85° W of Tingloy (Batangas),
01 December 2019 - 05:23 AM,6.76,126.37,24,2.9,028 km S 38° E of Mati City (Davao Oriental),
01 December 2019 - 05:05 AM,15.11,119.89,23,3,019 km S 72° W of Cabangan (Zambales),
01 December 2019 - 04:58 AM,6.64,124.8,46,3.2,023 km S 08° W of Tulunan (Cotabato),
01 December 2019 - 04:49 AM,6.81,125.07,6,3,027 km S 80° E of Tulunan (Cotabato),
01 December 2019 - 04:40 AM,6.87,124.95,28,1.7,022 km S 44° W of Kidapawan City (Cotabato),
01 December 2019 - 04:31 AM,8.76,126.7,3,2.2,044 km S 84° E of Marihatag (Surigao Del Sur),
01 December 2019 - 04:04 AM,6.49,124.72,15,2.3,014 km S 82° W of Koronadal City (South Cotabato),
01 December 2019 - 03:41 AM,7.15,125.29,20,1.9,027 km N 55° E of Kidapawan City (Cotabato),
01 December 2019 - 03:34 AM,16.7,120.95,33,2.1,006 km N 83° E of Tinoc (Ifugao),
01 December 2019 - 03:27 AM,8.35,123.1,33,1.8,009 km N 03° W of Saiyan (Zamboanga Del Norte),
01 December 2019 - 03:19 AM,5.51,126.22,33,2.1,079 km S 59° E of Jose Abad Santos (Davao Occidental),
01 December 2019 - 03:16 AM,7.69,124.84,16,2.7,017 km S 10° E of Pangantucan (Bukidnon),
01 December 2019 - 03:02 AM,5.96,125.53,38,2.9,101 km N 85° E of Jose Abad Santos (Davao Occidental),
01 December 2019 - 02:49 AM,14.04,119.71,1,2,048 km N 66° W of Lubang (Occidental Mindoro),
01 December 2019 - 02:19 AM,6.94,124.95,24,1.7,018 km S 63° W of Kidapawan City (Cotabato),
01 December 2019 - 01:05 AM,16.35,120.35,24,1.6,003 km N 40° W of Agoo (La Union),
