Date - Time,Lat,Long,Depth,Mag,Location,
18 December 2019 - 12:36 PM,6.58,125.23,31,3,009 km S 12° E of Kiblawan (Davao Del Sur),
18 December 2019 - 12:31 PM,6.57,125.26,20,1.9,010 km S 68° W of Sulop (Davao Del Sur),
18 December 2019 - 12:15 PM,6.68,125.22,10,3.4,003 km N 02° E of Kiblawan (Davao Del Sur),
18 December 2019 - 12:00 PM,6.57,125.26,27,2.1,010 km S 70° W of Sulop (Davao Del Sur),
18 December 2019 - 11:49 AM,6.69,125.29,29,1.4,007 km S 53° E of Matanao (Davao Del Sur),
18 December 2019 - 11:43 AM,6.71,125.03,27,2.1,015 km S 41° E of Columbio (Sultan Kudarat),
18 December 2019 - 11:30 AM,6.29,125.15,26,1.8,012 km N 54° E of Polomolok (South Cotabato),
18 December 2019 - 11:20 AM,6.5,125.25,33,2.6,015 km S 43° W of Sulop (Davao Del Sur),
18 December 2019 - 11:17 AM,14.02,121.01,2,3.2,008 km S 13° W of Talisay (Batangas),
18 December 2019 - 10:58 AM,9.38,126.44,20,3.8,030 km N 66° E of Cortes (Surigao Del Sur),
18 December 2019 - 10:50 AM,6.68,125.2,8,3.5,003 km N 26° W of Kiblawan (Davao Del Sur),
18 December 2019 - 10:48 AM,6.66,125.25,27,2.6,004 km N 75° E of Kiblawan (Davao Del Sur),
18 December 2019 - 10:38 AM,6.67,125.39,8,2.3,005 km S 40° E of Hagonoy (Davao Del Sur),
18 December 2019 - 10:27 AM,6.64,125.35,32,2.1,001 km S 89° W of Padada (Davao Del Sur),
18 December 2019 - 10:24 AM,6.68,125.24,33,1.5,004 km N 44° E of Kiblawan (Davao Del Sur),
18 December 2019 - 09:48 AM,6.47,125.2,33,2.6,020 km S 03° W of Kiblawan (Davao Del Sur),
18 December 2019 - 09:36 AM,6.44,125.17,30,3.4,021 km N 26° W of Malungon (Sarangani),
18 December 2019 - 09:25 AM,6.54,125.12,27,3,017 km S 39° W of Kiblawan (Davao Del Sur),
18 December 2019 - 09:22 AM,6.41,125.23,26,2.9,025 km S 30° W of Sulop (Davao Del Sur),
18 December 2019 - 09:18 AM,9.7,126.28,34,2.1,017 km S 55° E of General Luna (Surigao Del Norte),
18 December 2019 - 09:16 AM,5.99,124.85,35,2.2,023 km N 52° W of Maasim (Sarangani),
18 December 2019 - 09:14 AM,9.69,126.24,29,2.7,014 km S 40° E of General Luna (Surigao Del Norte),
18 December 2019 - 09:11 AM,6.55,124.93,31,2.8,002 km 00 °est of Lutayan (Sultan Kudarat),
18 December 2019 - 09:08 AM,6.44,125.2,31,2.4,022 km S 53° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
18 December 2019 - 09:04 AM,6.52,125.19,21,3.5,015 km S 11° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:45 AM,6.65,125.21,5,3.5,001 km S 21° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:43 AM,6.53,125.25,15,2.7,015 km S 17° E of Kiblawan (Davao Del Sur),
18 December 2019 - 08:38 AM,6.68,125.04,27,2.7,013 km N 02° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
18 December 2019 - 08:37 AM,6.65,125.19,28,1.4,003 km S 88° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:30 AM,6.66,124.82,33,1.7,008 km S 12° E of Buluan (Maguindanao),
18 December 2019 - 08:28 AM,6.72,124.93,25,2.8,014 km S 88° E of Buluan (Maguindanao),
18 December 2019 - 08:22 AM,6.68,125.15,4,4.8,007 km N 71° W of Kiblawan (Davao Del Sur),
18 December 2019 - 08:09 AM,6.38,125.29,21,2.2,013 km N 18° E of Malungon (Sarangani),
18 December 2019 - 06:57 AM,6.46,125.31,18,2.2,022 km N 16° E of Malungon (Sarangani),
18 December 2019 - 06:56 AM,6.78,125.13,10,1.9,008 km S 86° W of Bansalan (Davao Del Sur),
18 December 2019 - 06:50 AM,5.96,125.26,21,1.6,004 km S 71° W of Malapatan (Sarangani),
18 December 2019 - 06:25 AM,6.42,125.07,42,2.5,036 km S 57° W of Sulop (Davao Del Sur),
18 December 2019 - 06:21 AM,8.84,126.3,28,2.4,005 km North° 00 of Marihatag (Surigao Del Sur),
18 December 2019 - 06:01 AM,6.4,125.16,32,2.4,023 km N 29° E of Polomolok (South Cotabato),
18 December 2019 - 05:56 AM,6.59,125.26,11,3.4,009 km S 85° W of Sulop (Davao Del Sur),
18 December 2019 - 05:52 AM,6.63,125.15,20,2.5,008 km S 70° W of Kiblawan (Davao Del Sur),
18 December 2019 - 05:51 AM,6.55,125.12,31,1.8,016 km S 40° W of Kiblawan (Davao Del Sur),
18 December 2019 - 05:30 AM,6.48,125.17,48,1.8,026 km S 71° E of Lutayan (Sultan Kudarat),
18 December 2019 - 05:20 AM,6.69,124.94,33,2.5,013 km S 05° W of Columbio (Sultan Kudarat),
18 December 2019 - 04:18 AM,6.53,125.32,10,5.3,012 km S 17° W of Padada (Davao Del Sur),
18 December 2019 - 03:49 AM,6.69,125.14,15,2.2,009 km S 74° W of Magsaysay (Davao Del Sur),
18 December 2019 - 03:46 AM,6.47,124.92,60,2.4,014 km N 71° E of Banga (South Cotabato),
18 December 2019 - 03:44 AM,6.52,125.12,27,2.3,018 km S 35° W of Kiblawan (Davao Del Sur),
18 December 2019 - 03:33 AM,6.68,124.85,34,2.2,019 km S 08° E of Tulunan (Cotabato),
18 December 2019 - 03:20 AM,6.51,125.71,37,2.6,016 km N 47° E of Malita (Davao Occidental),
18 December 2019 - 03:16 AM,6.65,125.07,4,3.8,011 km N 22° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
18 December 2019 - 02:53 AM,18.35,120.67,20,2.2,005 km N 72° E of Pasuquin (Ilocos Norte),
18 December 2019 - 02:48 AM,6.58,124.98,63,2.8,005 km N 41° E of Lutayan (Sultan Kudarat),
18 December 2019 - 02:41 AM,6.68,125.23,2,3.3,003 km S 32° E of Magsaysay (Davao Del Sur),
18 December 2019 - 02:27 AM,6.54,125.06,26,2.2,003 km S 55° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
18 December 2019 - 02:24 AM,6.55,125.1,29,2.2,008 km S 76° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
18 December 2019 - 02:14 AM,6.77,125.22,11,3.6,002 km S 34° E of Bansalan (Davao Del Sur),
18 December 2019 - 01:52 AM,6.82,124.77,37,2.5,007 km S 66° W of Tulunan (Cotabato),
18 December 2019 - 01:52 AM,6.33,125.38,29,2.2,016 km N 65° E of Malungon (Sarangani),
18 December 2019 - 01:35 AM,6.53,125.18,22,2.8,014 km S 17° W of Kiblawan (Davao Del Sur),
18 December 2019 - 01:28 AM,6.81,125.06,24,2.7,017 km S 10° W of Makilala (Cotabato),
18 December 2019 - 01:12 AM,6.55,125.27,20,2.5,011 km S 56° W of Sulop (Davao Del Sur),
18 December 2019 - 12:59 AM,6.7,125.08,25,2.9,015 km S 87° W of Magsaysay (Davao Del Sur),
18 December 2019 - 12:53 AM,6.6,125.26,18,2.3,008 km S 41° E of Kiblawan (Davao Del Sur),
18 December 2019 - 12:30 AM,6.54,125.25,1,3.9,013 km S 55° W of Sulop (Davao Del Sur),
18 December 2019 - 12:26 AM,6.6,125.29,18,2.6,011 km S 54° E of Kiblawan (Davao Del Sur),
18 December 2019 - 12:22 AM,6.59,125.25,10,3.3,014 km S 13° E of Magsaysay (Davao Del Sur),
17 December 2019 - 11:58 PM,6.53,124.83,29,2.4,013 km S 82° W of Lutayan (Sultan Kudarat),
17 December 2019 - 11:56 PM,5.22,127.48,132,2.6,220 km S 70° E of Jose Abad Santos (Davao Occidental),
17 December 2019 - 11:50 PM,6.65,125.19,20,2.4,002 km S 87° W of Kiblawan (Davao Del Sur),
17 December 2019 - 11:47 PM,18.7,120.82,18,2.4,014 km N 14° E of Pagudpud (Ilocos Norte),
17 December 2019 - 11:38 PM,6.7,125.5,33,2.1,015 km N 41° E of Malalag (Davao Del Sur),
17 December 2019 - 11:37 PM,6.61,125.21,24,1.9,004 km S 03° W of Kiblawan (Davao Del Sur),
17 December 2019 - 11:17 PM,6.62,125.12,33,1.9,020 km N 69° E of Lutayan (Sultan Kudarat),
17 December 2019 - 11:05 PM,6.6,125.23,12,3.8,014 km S 04° W of Matanao (Davao Del Sur),
17 December 2019 - 10:55 PM,6.59,125.31,18,2.5,013 km S 54° E of Kiblawan (Davao Del Sur),
17 December 2019 - 10:25 PM,6.09,124.82,19,2.1,023 km S 27° E of Lake Sebu (South Cotabato),
17 December 2019 - 10:19 PM,6.64,125.18,12,3.6,005 km S 67° W of Kiblawan (Davao Del Sur),
17 December 2019 - 10:16 PM,6.53,125.21,20,2.4,014 km S 03° W of Kiblawan (Davao Del Sur),
17 December 2019 - 10:00 PM,6.67,125.25,2,3.2,005 km N 65° E of Kiblawan (Davao Del Sur),
17 December 2019 - 09:53 PM,6.6,125.21,18,2.7,006 km S 03° W of Kiblawan (Davao Del Sur),
17 December 2019 - 09:38 PM,6.42,125.31,17,2.5,018 km N 20° E of Malungon (Sarangani),
17 December 2019 - 09:25 PM,6.62,125.23,17,2.6,004 km S 19° E of Kiblawan (Davao Del Sur),
17 December 2019 - 09:23 PM,6.49,125.25,28,2.2,016 km S 40° W of Sulop (Davao Del Sur),
17 December 2019 - 09:22 PM,6.59,125.21,22,1.8,008 km S 05° W of Kiblawan (Davao Del Sur),
17 December 2019 - 09:16 PM,6.64,124.76,34,2.1,001 km S 56° E of Tantangan (South Cotabato),
17 December 2019 - 08:55 PM,7.57,125.04,1,2.1,006 km N 73° E of Damulog (Bukidnon),
17 December 2019 - 08:54 PM,7.03,125.23,33,1.6,015 km N 83° E of Kidapawan City (Cotabato),
17 December 2019 - 08:54 PM,6.7,125.12,29,1.9,012 km N 65° W of Kiblawan (Davao Del Sur),
17 December 2019 - 08:48 PM,6.77,125.13,5,2.9,012 km N 54° W of Magsaysay (Davao Del Sur),
17 December 2019 - 08:35 PM,6.84,125.01,21,2.2,008 km N 67° E of Columbio (Sultan Kudarat),
17 December 2019 - 07:54 PM,6.72,125.1,13,2.8,013 km N 84° W of Magsaysay (Davao Del Sur),
17 December 2019 - 07:47 PM,6.67,125.09,14,2.7,014 km N 82° W of Kiblawan (Davao Del Sur),
17 December 2019 - 07:33 PM,6.94,126.96,2,2.8,055 km S 58° E of Manay (Davao Oriental),
17 December 2019 - 07:29 PM,6.76,125.08,11,3,014 km S 78° W of Bansalan (Davao Del Sur),
17 December 2019 - 06:56 PM,7.05,125.36,4,2.4,027 km S 86° W of Davao City (Davao Del Sur),
17 December 2019 - 06:53 PM,6.7,125.25,27,2.1,003 km S 12° E of Matanao (Davao Del Sur),
17 December 2019 - 06:52 PM,6.6,125.27,20,1.8,008 km S 47° E of Kiblawan (Davao Del Sur),
17 December 2019 - 06:40 PM,6.88,125.1,28,2.3,009 km S 10° E of Makilala (Cotabato),
17 December 2019 - 06:36 PM,6.73,124.97,29,2.7,010 km S 20° E of Columbio (Sultan Kudarat),
17 December 2019 - 06:22 PM,6.78,125.1,6,3,013 km S 85° W of Bansalan (Davao Del Sur),
17 December 2019 - 06:18 PM,14.07,120.89,34,2,005 km N 65° W of Laurel (Batangas),
17 December 2019 - 06:14 PM,6.75,125.24,1,3.2,002 km N 08° W of Matanao (Davao Del Sur),
17 December 2019 - 06:08 PM,7.06,125.37,4,3.4,026 km S 89° W of Davao City (Davao Del Sur),
17 December 2019 - 06:05 PM,9.8,123.86,34,2.2,005 km N 66° W of Antequera (Bohol),
17 December 2019 - 05:59 PM,6.54,125.19,30,2.1,013 km S 13° W of Kiblawan (Davao Del Sur),
17 December 2019 - 05:57 PM,6.59,125.26,33,2.1,009 km S 84° W of Sulop (Davao Del Sur),
17 December 2019 - 05:47 PM,6.61,125.21,25,2.1,005 km S 12° W of Kiblawan (Davao Del Sur),
17 December 2019 - 05:31 PM,6.65,125.07,35,1.6,016 km S 87° W of Kiblawan (Davao Del Sur),
17 December 2019 - 05:13 PM,6.54,125.14,31,2,015 km S 34° W of Kiblawan (Davao Del Sur),
17 December 2019 - 05:12 PM,6.57,125.22,23,1.6,009 km S 01° E of Kiblawan (Davao Del Sur),
17 December 2019 - 05:06 PM,6.64,125.19,23,2.6,004 km S 58° W of Kiblawan (Davao Del Sur),
17 December 2019 - 03:57 PM,6.59,125.2,32,2,008 km S 10° W of Kiblawan (Davao Del Sur),
17 December 2019 - 03:17 PM,6.36,125.16,52,2.3,015 km N 44° W of Malungon (Sarangani),
17 December 2019 - 03:15 PM,6.75,125.03,7,2,024 km N 21° E of Lutayan (Sultan Kudarat),
17 December 2019 - 02:49 PM,6.4,125.27,34,2.5,028 km S 19° W of Padada (Davao Del Sur),
17 December 2019 - 02:42 PM,6.57,125.2,31,3,010 km S 10° W of Kiblawan (Davao Del Sur),
17 December 2019 - 02:22 PM,11.3,125.48,52,3.4,009 km N 49° W of General Macarthur (Eastern Samar),
17 December 2019 - 02:07 PM,6.7,125.17,21,4.6,006 km S 80° W of Magsaysay (Davao Del Sur),
17 December 2019 - 02:00 PM,6.55,125.27,22,3.6,014 km S 44° W of Padada (Davao Del Sur),
17 December 2019 - 01:29 PM,6.46,125.11,25,2.3,020 km S 60° E of Lutayan (Sultan Kudarat),
17 December 2019 - 01:19 PM,6.61,124.88,37,1.9,010 km N 52° W of Lutayan (Sultan Kudarat),
17 December 2019 - 12:55 PM,6.53,125.31,4,3.4,013 km S 22° W of Padada (Davao Del Sur),
17 December 2019 - 12:49 PM,9.08,125.89,28,2.6,022 km S 41° W of Carmen (Surigao Del Sur),
17 December 2019 - 11:48 AM,6.58,125.16,20,3.1,010 km S 38° W of Kiblawan (Davao Del Sur),
17 December 2019 - 11:40 AM,6.52,125.06,27,2.4,013 km S 77° E of Lutayan (Sultan Kudarat),
17 December 2019 - 11:17 AM,6.61,125.12,32,2.3,011 km S 66° W of Kiblawan (Davao Del Sur),
17 December 2019 - 11:07 AM,15.51,122.42,32,2,085 km S 35° E of Dinalungan (Aurora),
17 December 2019 - 10:27 AM,6.58,125.21,25,2.6,008 km S 07° W of Kiblawan (Davao Del Sur),
17 December 2019 - 09:58 AM,6.67,125.19,17,2.8,003 km N 51° W of Kiblawan (Davao Del Sur),
17 December 2019 - 09:44 AM,6.48,125,55,1.9,009 km S 37° E of Lutayan (Sultan Kudarat),
17 December 2019 - 09:24 AM,6.67,125.23,22,3.3,002 km N 43° E of Kiblawan (Davao Del Sur),
17 December 2019 - 09:14 AM,14.94,122.58,1,2.2,034 km N 42° E of Jomalig (Quezon),
17 December 2019 - 08:55 AM,6.67,125.21,19,3,002 km N 16° W of Kiblawan (Davao Del Sur),
17 December 2019 - 08:45 AM,6.65,125.22,14,2.3,001 km S 68° E of Kiblawan (Davao Del Sur),
17 December 2019 - 08:40 AM,6.69,125.2,24,2.3,003 km S 48° W of Magsaysay (Davao Del Sur),
17 December 2019 - 08:35 AM,11.98,124.07,7,2.7,009 km S 63° E of Cataingan (Masbate),
17 December 2019 - 08:21 AM,6.82,124.96,3,2,015 km S 76° E of Tulunan (Cotabato),
17 December 2019 - 08:07 AM,6.66,125.26,20,2.1,005 km N 87° E of Kiblawan (Davao Del Sur),
17 December 2019 - 07:48 AM,6.58,125.07,24,2.9,004 km N 58° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
17 December 2019 - 07:44 AM,6.52,125.01,32,2.4,007 km S 60° E of Lutayan (Sultan Kudarat),
17 December 2019 - 07:21 AM,6.49,125.16,28,2.5,019 km S 18° W of Kiblawan (Davao Del Sur),
17 December 2019 - 07:10 AM,6.69,125.09,30,2.7,014 km S 83° W of Magsaysay (Davao Del Sur),
17 December 2019 - 07:00 AM,6.41,125.17,33,2,018 km N 30° W of Malungon (Sarangani),
17 December 2019 - 06:59 AM,6.5,125.17,26,1.8,017 km S 15° W of Kiblawan (Davao Del Sur),
17 December 2019 - 06:47 AM,5.72,126.65,20,3,116 km S 81° E of Jose Abad Santos (Davao Occidental),
17 December 2019 - 06:29 AM,6.59,125.14,33,2.9,010 km S 50° W of Kiblawan (Davao Del Sur),
17 December 2019 - 06:26 AM,6.66,125.13,18,2.6,009 km N 83° W of Kiblawan (Davao Del Sur),
17 December 2019 - 06:06 AM,6.58,125.22,24,2.9,008 km S 05° E of Kiblawan (Davao Del Sur),
17 December 2019 - 05:42 AM,6.75,125.14,33,2.3,009 km N 66° W of Magsaysay (Davao Del Sur),
17 December 2019 - 05:30 AM,6.73,125.16,13,2.1,007 km N 70° W of Magsaysay (Davao Del Sur),
17 December 2019 - 05:19 AM,6.69,125.09,19,2.2,014 km S 81° W of Magsaysay (Davao Del Sur),
17 December 2019 - 05:08 AM,7.27,125.52,33,1.8,025 km N 22° W of Davao City (Davao Del Sur),
17 December 2019 - 05:02 AM,6.52,125.14,30,1.6,017 km S 28° W of Kiblawan (Davao Del Sur),
17 December 2019 - 04:48 AM,6.45,125.1,34,2.3,020 km S 55° E of Lutayan (Sultan Kudarat),
17 December 2019 - 04:27 AM,6.49,124.93,43,2.1,007 km S 20° W of Lutayan (Sultan Kudarat),
17 December 2019 - 04:21 AM,6.57,125.28,1,3.2,008 km S 65° W of Sulop (Davao Del Sur),
17 December 2019 - 04:15 AM,6.41,125.29,25,2.2,022 km S 17° W of Sulop (Davao Del Sur),
17 December 2019 - 04:13 AM,6.54,125.04,25,2,009 km S 85° E of Lutayan (Sultan Kudarat),
17 December 2019 - 04:09 AM,6.81,125.11,8,,2.5,012 km N 78° W of Bansalan (Davao Del Sur)
17 December 2019 - 04:01 AM,6.7,125.27,1,3.2,004 km S 46° E of Matanao (Davao Del Sur),
17 December 2019 - 03:54 AM,6.59,125.24,11,4.4,008 km S 23° E of Kiblawan (Davao Del Sur),
17 December 2019 - 03:43 AM,6.75,125.2,28,2.7,004 km N 29° W of Magsaysay (Davao Del Sur),
17 December 2019 - 03:38 AM,6.54,125.12,30,2.1,016 km S 38° W of Kiblawan (Davao Del Sur),
17 December 2019 - 03:29 AM,6.45,125.34,34,2.6,016 km S 04° W of Sulop (Davao Del Sur),
17 December 2019 - 03:26 AM,6.72,125.14,32,1.7,008 km N 82° W of Magsaysay (Davao Del Sur),
17 December 2019 - 03:15 AM,6.85,124.95,11,2.1,013 km 00 °ast of Tulunan (Cotabato),
17 December 2019 - 02:52 AM,6.65,125.27,25,2.1,006 km S 90° E of Kiblawan (Davao Del Sur),
17 December 2019 - 02:51 AM,6.66,125.23,20,2,002 km N 84° E of Kiblawan (Davao Del Sur),
17 December 2019 - 02:45 AM,13.2,119.61,17,2.7,090 km S 51° W of Looc (Occidental Mindoro),
17 December 2019 - 02:34 AM,6.62,125.28,21,3.3,008 km S 61° E of Kiblawan (Davao Del Sur),
17 December 2019 - 02:06 AM,6.71,125.11,16,2.7,012 km S 88° W of Magsaysay (Davao Del Sur),
17 December 2019 - 01:58 AM,6.66,125.38,23,1.8,003 km N 37° E of Padada (Davao Del Sur),
17 December 2019 - 01:48 AM,6.72,125.1,16,2.2,013 km N 86° W of Magsaysay (Davao Del Sur),
17 December 2019 - 01:36 AM,6.68,125,25,2,015 km N 20° E of Lutayan (Sultan Kudarat),
17 December 2019 - 01:21 AM,6.4,125.09,33,2.6,020 km N 10° E of Polomolok (South Cotabato),
17 December 2019 - 01:11 AM,6.15,124.96,103,2.3,014 km S 52° W of Polomolok (South Cotabato),
17 December 2019 - 01:07 AM,6.11,124.89,38,2.5,022 km S 56° W of Polomolok (South Cotabato),
17 December 2019 - 01:02 AM,6.63,124.9,33,2,011 km N 33° W of Lutayan (Sultan Kudarat),
17 December 2019 - 12:59 AM,6.78,125.1,12,2.6,013 km S 87° W of Bansalan (Davao Del Sur),
17 December 2019 - 12:52 AM,6.61,125.34,47,2.4,001 km N 52° W of Sulop (Davao Del Sur),
17 December 2019 - 12:46 AM,6.77,125.03,1,2.6,010 km S 65° E of Columbio (Sultan Kudarat),
17 December 2019 - 12:44 AM,6.42,125.14,28,2.9,021 km N 37° W of Malungon (Sarangani),
17 December 2019 - 12:37 AM,13.07,124.15,13,2.3,005 km N 65° W of Prieto Diaz (Sorsogon),
17 December 2019 - 12:31 AM,6.66,125.2,7,3.3,001 km N 64° W of Kiblawan (Davao Del Sur),
17 December 2019 - 12:25 AM,6.67,125.38,1,3.3,004 km S 36° E of Hagonoy (Davao Del Sur),
17 December 2019 - 12:21 AM,6.57,125.3,8,4.1,006 km S 54° W of Sulop (Davao Del Sur),
16 December 2019 - 11:42 PM,6.68,125.23,3,3,003 km N 32° E of Kiblawan (Davao Del Sur),
16 December 2019 - 11:31 PM,9.29,125.71,24,2.8,017 km N 83° E of Santiago (Agusan Del Norte),
16 December 2019 - 11:19 PM,6.75,125.02,19,2.4,022 km S 78° W of Bansalan (Davao Del Sur),
16 December 2019 - 11:12 PM,6.36,125.12,53,2,036 km S 44° W of Sulop (Davao Del Sur),
16 December 2019 - 11:02 PM,6.61,125.14,26,3.3,010 km S 61° W of Kiblawan (Davao Del Sur),
16 December 2019 - 10:50 PM,6.42,125.14,33,2,027 km S 18° W of Kiblawan (Davao Del Sur),
16 December 2019 - 10:38 PM,6.8,125.06,1,2.6,026 km S 77° E of Tulunan (Cotabato),
16 December 2019 - 10:36 PM,6.8,124.78,42,2.5,008 km S 43° W of Tulunan (Cotabato),
16 December 2019 - 10:30 PM,6.78,125.36,3,1.9,014 km N 40° E of Tupi (South Cotabato),
16 December 2019 - 10:26 PM,6.98,125.68,51,2.2,012 km S 37° E of Davao City (Davao Del Sur),
16 December 2019 - 10:16 PM,6.45,125.27,22,2.5,020 km N 04° E of Malungon (Sarangani),
16 December 2019 - 10:10 PM,6.78,125.05,1,3.6,012 km S 77° E of Columbio (Sultan Kudarat),
16 December 2019 - 09:48 PM,6.72,125.11,6,4,012 km N 83° W of Magsaysay (Davao Del Sur),
16 December 2019 - 09:45 PM,14.84,122.53,19,1.9,021 km N 52° E of Jomalig (Quezon),
16 December 2019 - 09:37 PM,6.8,125.06,5,3.3,018 km S 12° W of Makilala (Cotabato),
16 December 2019 - 09:25 PM,6.59,125.07,29,2.2,018 km S 65° W of Kiblawan (Davao Del Sur),
16 December 2019 - 09:23 PM,6.52,125.25,21,2.2,014 km S 48° W of Sulop (Davao Del Sur),
16 December 2019 - 09:21 PM,6.59,125.05,35,2.2,012 km N 67° E of Lutayan (Sultan Kudarat),
16 December 2019 - 09:13 PM,6.46,125.32,18,3.5,016 km S 09° W of Sulop (Davao Del Sur),
16 December 2019 - 09:11 PM,6.81,125.22,1,2.7,002 km N 27° E of Bansalan (Davao Del Sur),
16 December 2019 - 09:01 PM,6.67,125.3,11,2.4,010 km N 81° E of Kiblawan (Davao Del Sur),
16 December 2019 - 08:50 PM,6.94,125.04,5,3.7,006 km S 66° W of Makilala (Cotabato),
16 December 2019 - 08:47 PM,6.55,125.22,24,3.4,011 km S 06° E of Kiblawan (Davao Del Sur),
16 December 2019 - 08:33 PM,6.6,125.1,1,4.2,014 km S 63° W of Kiblawan (Davao Del Sur),
16 December 2019 - 08:10 PM,6.72,125.09,2,3.1,014 km N 85° W of Magsaysay (Davao Del Sur),
16 December 2019 - 07:45 PM,6.72,125.15,18,2.1,007 km N 80° W of Magsaysay (Davao Del Sur),
16 December 2019 - 07:36 PM,6.5,125.24,13,2.8,017 km S 08° E of Kiblawan (Davao Del Sur),
16 December 2019 - 07:20 PM,6.68,124.98,19,3.3,014 km S 17° E of Columbio (Sultan Kudarat),
16 December 2019 - 07:11 PM,6.79,125.06,17,2.5,013 km S 82° E of Columbio (Sultan Kudarat),
16 December 2019 - 06:37 PM,6.62,125.21,3,4.4,004 km S 13° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:36 PM,6.56,125.17,17,2.6,011 km S 25° W of Kiblawan (Davao Del Sur),
16 December 2019 - 06:23 PM,6.65,125.13,19,2.3,015 km S 57° W of Matanao (Davao Del Sur),
16 December 2019 - 06:18 PM,6.77,125.06,8,2.5,014 km S 70° E of Columbio (Sultan Kudarat),
16 December 2019 - 06:14 PM,6.63,125.19,27,3.2,012 km S 27° W of Matanao (Davao Del Sur),
16 December 2019 - 06:04 PM,6.45,125.2,31,2.1,022 km N 15° W of Malungon (Sarangani),
16 December 2019 - 05:57 PM,6.63,124.86,34,2.3,024 km S 09° E of Tulunan (Cotabato),
16 December 2019 - 05:29 PM,6.43,125.05,32,2.1,015 km S 08° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:26 PM,6.11,124.92,35,1.8,020 km S 52° W of Polomolok (South Cotabato),
16 December 2019 - 05:24 PM,6.68,124.95,31,2.7,014 km N 01° W of Lutayan (Sultan Kudarat),
16 December 2019 - 05:15 PM,6.6,125.25,14,3.2,007 km S 29° E of Kiblawan (Davao Del Sur),
16 December 2019 - 05:11 PM,6.54,125.04,27,2.6,003 km S 19° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 05:01 PM,6.34,125.24,23,2.8,008 km N 12° W of Malungon (Sarangani),
16 December 2019 - 05:00 PM,6.55,125.2,19,2.3,018 km S 06° W of Magsaysay (Davao Del Sur),
16 December 2019 - 04:53 PM,6.48,125.35,20,4.8,017 km S 03° W of Padada (Davao Del Sur),
16 December 2019 - 04:42 PM,6.53,125.14,24,2.1,012 km S 73° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:38 PM,6.53,124.98,39,1.5,004 km S 50° E of Lutayan (Sultan Kudarat),
16 December 2019 - 04:35 PM,6.62,125.03,19,2.9,006 km N 08° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:31 PM,6.52,125.13,20,2.8,011 km S 67° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:13 PM,6.47,125.02,36,2.4,010 km S 11° W of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 04:10 PM,6.18,124.93,20,2,015 km S 69° W of Polomolok (South Cotabato),
16 December 2019 - 04:09 PM,6.23,125.16,71,2,011 km S 71° W of Malungon (Sarangani),
16 December 2019 - 04:02 PM,6.47,125.14,31,2.2,015 km S 48° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:41 PM,4.04,123.17,566,4.4,267 km S 25° W of Palimbang (Sultan Kudarat),
16 December 2019 - 03:38 PM,6.57,125.32,85,2.8,004 km S 33° W of Sulop (Davao Del Sur),
16 December 2019 - 03:34 PM,6.53,125.05,27,3,004 km S 24° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:33 PM,6.57,125.15,24,2,012 km S 37° W of Kiblawan (Davao Del Sur),
16 December 2019 - 03:28 PM,6.52,125.07,32,3.1,006 km S 44° E of Lambayong (Mariano Marcos) (Sultan Kudarat),
16 December 2019 - 03:20 PM,6.61,125.23,16,3.6,005 km S 23° E of Kiblawan (Davao Del Sur),
16 December 2019 - 03:18 PM,6.27,125.18,27,1.7,008 km N 89° W of Malungon (Sarangani),
16 December 2019 - 03:12 PM,10.13,124.96,26,2.1,013 km S 90° E of Maasin City (Southern Leyte),
16 December 2019 - 03:08 PM,6.89,125.16,27,2.3,013 km N 26° W of Bansalan (Davao Del Sur),
16 December 2019 - 03:01 PM,6.57,125.21,34,1.8,009 km S 03° W of Kiblawan (Davao Del Sur),
16 December 2019 - 03:00 PM,6.71,125.28,29,2.1,005 km S 69° E of Matanao (Davao Del Sur),
16 December 2019 - 02:56 PM,6.5,125.3,17,3.1,016 km S 23° W of Padada (Davao Del Sur),
16 December 2019 - 02:51 PM,14.76,122.52,18,2.7,016 km N 73° E of Jomalig (Quezon),
16 December 2019 - 02:45 PM,6.62,125.36,12,3.8,002 km S 05° E of Padada (Davao Del Sur),
